filename,ground_truth,pred_NEAREST,conf_NEAREST,correct_NEAREST,pred_LINEAR,conf_LINEAR,correct_LINEAR,pred_CUBIC,conf_CUBIC,correct_CUBIC,pred_LANCZOS4,conf_LANCZOS4,correct_LANCZOS4
fer0028662.png,Sadness,Neutral,0.600666,0,Neutral,0.433233,0,Anger,0.337015,0,Disgust,0.439527,0
fer0028663.png,Neutral,Neutral,0.962067,1,Neutral,0.950870,1,Neutral,0.976037,1,Neutral,0.971055,1
fer0028664.png,Neutral,Sadness,0.699542,0,Sadness,0.620702,0,Sadness,0.679099,0,Sadness,0.679624,0
fer0028665.png,Neutral,Neutral,0.777114,1,Surprise,0.785770,0,Neutral,0.712411,1,Neutral,0.799922,1
fer0028666.png,Surprise,Anger,0.840301,0,Surprise,0.872777,1,Surprise,0.706887,1,Surprise,0.519093,1
fer0028667.png,Surprise,Neutral,0.411154,0,Surprise,0.719054,1,Surprise,0.792885,1,Surprise,0.764859,1
fer0028668.png,Happiness,Happiness,0.914705,1,Happiness,0.929369,1,Happiness,0.950680,1,Happiness,0.973754,1
fer0028669.png,Neutral,Happiness,0.551217,0,Neutral,0.604927,1,Neutral,0.744711,1,Neutral,0.785218,1
fer0028670.png,Happiness,Happiness,0.851854,1,Happiness,0.689972,1,Happiness,0.738846,1,Happiness,0.761613,1
fer0028671.png,Neutral,Neutral,0.957419,1,Neutral,0.967506,1,Neutral,0.975880,1,Neutral,0.973522,1
fer0028672.png,Neutral,Neutral,0.813200,1,Neutral,0.741063,1,Neutral,0.792768,1,Neutral,0.857073,1
fer0028673.png,Sadness,Neutral,0.515161,0,Neutral,0.635575,0,Neutral,0.748718,0,Neutral,0.839612,0
fer0028674.png,Neutral,Neutral,0.944662,1,Neutral,0.973179,1,Neutral,0.979444,1,Neutral,0.984493,1
fer0028675.png,Contempt,Sadness,0.440108,0,Fear,0.782877,0,Fear,0.805429,0,Fear,0.813031,0
fer0028676.png,Neutral,Sadness,0.592007,0,Neutral,0.927851,1,Neutral,0.990522,1,Neutral,0.993269,1
fer0028677.png,Happiness,Happiness,0.942346,1,Happiness,0.485254,1,Happiness,0.599764,1,Happiness,0.535151,1
fer0028678.png,Anger,Anger,0.997287,1,Anger,0.996562,1,Anger,0.998770,1,Anger,0.998790,1
fer0028679.png,Sadness,Sadness,0.740290,1,Sadness,0.897829,1,Sadness,0.866475,1,Sadness,0.835258,1
fer0028680.png,Anger,Neutral,0.869428,0,Neutral,0.663806,0,Neutral,0.537940,0,Neutral,0.566932,0
fer0028681.png,Neutral,Neutral,0.641539,1,Neutral,0.858188,1,Neutral,0.873822,1,Neutral,0.871478,1
fer0028682.png,Neutral,Sadness,0.708272,0,Sadness,0.725736,0,Sadness,0.748858,0,Sadness,0.747449,0
fer0028683.png,Happiness,Happiness,0.996688,1,Happiness,0.992684,1,Happiness,0.995363,1,Happiness,0.993519,1
fer0028684.png,Surprise,Surprise,0.679920,1,Surprise,0.755728,1,Surprise,0.844268,1,Surprise,0.853834,1
fer0028685.png,Happiness,Happiness,0.749798,1,Happiness,0.956462,1,Happiness,0.961218,1,Happiness,0.953475,1
fer0028686.png,Surprise,Surprise,0.976233,1,Surprise,0.992688,1,Surprise,0.975863,1,Surprise,0.972232,1
fer0028687.png,Neutral,Neutral,0.860520,1,Neutral,0.934265,1,Neutral,0.955584,1,Neutral,0.957880,1
fer0028688.png,Neutral,Neutral,0.943320,1,Neutral,0.905545,1,Neutral,0.931616,1,Neutral,0.936499,1
fer0028689.png,Happiness,Happiness,0.929246,1,Happiness,0.945519,1,Happiness,0.942801,1,Happiness,0.950507,1
fer0028690.png,Surprise,Surprise,0.941724,1,Surprise,0.959338,1,Surprise,0.969607,1,Surprise,0.968310,1
fer0028691.png,Neutral,Sadness,0.882317,0,Sadness,0.512046,0,Sadness,0.683941,0,Sadness,0.650907,0
fer0028692.png,Neutral,Sadness,0.779681,0,Sadness,0.720946,0,Sadness,0.823984,0,Sadness,0.809003,0
fer0028693.png,Happiness,Happiness,0.667664,1,Happiness,0.994034,1,Happiness,0.990364,1,Happiness,0.981950,1
fer0028694.png,Fear,Fear,0.954035,1,Fear,0.940720,1,Fear,0.946965,1,Fear,0.934683,1
fer0028695.png,Neutral,Neutral,0.768318,1,Neutral,0.638116,1,Neutral,0.663355,1,Neutral,0.656584,1
fer0028696.png,Surprise,Surprise,0.951483,1,Surprise,0.981388,1,Surprise,0.991210,1,Surprise,0.991769,1
fer0028697.png,Happiness,Happiness,0.985991,1,Happiness,0.977580,1,Happiness,0.915551,1,Happiness,0.876376,1
fer0028698.png,Neutral,Neutral,0.872302,1,Neutral,0.876180,1,Neutral,0.943562,1,Neutral,0.959524,1
fer0028699.png,Happiness,Happiness,0.984437,1,Happiness,0.714768,1,Happiness,0.789090,1,Happiness,0.834290,1
fer0028700.png,Neutral,Sadness,0.507143,0,Neutral,0.813629,1,Neutral,0.791374,1,Neutral,0.740287,1
fer0028701.png,Surprise,Surprise,0.878780,1,Surprise,0.904742,1,Surprise,0.918631,1,Surprise,0.926953,1
fer0028702.png,Surprise,Surprise,0.996194,1,Surprise,0.979930,1,Surprise,0.988681,1,Surprise,0.983962,1
fer0028703.png,Happiness,Happiness,0.993584,1,Happiness,0.991867,1,Happiness,0.989442,1,Happiness,0.990944,1
fer0028704.png,Surprise,Surprise,0.674731,1,Surprise,0.637553,1,Surprise,0.732382,1,Surprise,0.768858,1
fer0028705.png,Neutral,Neutral,0.560415,1,Neutral,0.797141,1,Neutral,0.882164,1,Neutral,0.870964,1
fer0028706.png,Fear,Sadness,0.755412,0,Sadness,0.770879,0,Sadness,0.805606,0,Sadness,0.821888,0
fer0028707.png,Neutral,Neutral,0.622563,1,Neutral,0.556307,1,Neutral,0.358340,1,Neutral,0.458247,1
fer0028708.png,Neutral,Neutral,0.892815,1,Neutral,0.743255,1,Neutral,0.780806,1,Neutral,0.814251,1
fer0028709.png,Surprise,Surprise,0.963576,1,Surprise,0.984577,1,Surprise,0.948604,1,Surprise,0.910758,1
fer0028710.png,Neutral,Neutral,0.667938,1,Neutral,0.790321,1,Neutral,0.857292,1,Neutral,0.871130,1
fer0028711.png,Happiness,Happiness,0.919309,1,Happiness,0.923655,1,Happiness,0.953164,1,Happiness,0.941990,1
fer0028712.png,Surprise,Happiness,0.768998,0,Happiness,0.805249,0,Happiness,0.944768,0,Happiness,0.939880,0
fer0028713.png,Neutral,Sadness,0.765420,0,Neutral,0.796052,1,Neutral,0.931439,1,Neutral,0.912533,1
fer0028714.png,Surprise,Surprise,0.960619,1,Surprise,0.967190,1,Surprise,0.980210,1,Surprise,0.977478,1
fer0028715.png,Neutral,Neutral,0.970291,1,Neutral,0.947694,1,Neutral,0.953620,1,Neutral,0.951342,1
fer0028716.png,Sadness,Sadness,0.943120,1,Sadness,0.983881,1,Sadness,0.992950,1,Sadness,0.993367,1
fer0028717.png,Sadness,Sadness,0.794179,1,Sadness,0.767572,1,Sadness,0.852043,1,Sadness,0.811273,1
fer0028718.png,Neutral,Anger,0.563591,0,Sadness,0.496456,0,Anger,0.627586,0,Anger,0.714744,0
fer0028719.png,Anger,Anger,0.970999,1,Anger,0.972534,1,Anger,0.980301,1,Anger,0.984075,1
fer0028720.png,Neutral,Anger,0.533607,0,Anger,0.694131,0,Anger,0.735474,0,Anger,0.779190,0
fer0028721.png,Happiness,Happiness,0.897340,1,Happiness,0.813072,1,Happiness,0.825567,1,Happiness,0.865142,1
fer0028722.png,Surprise,Fear,0.518521,0,Surprise,0.842555,1,Surprise,0.861477,1,Surprise,0.798733,1
fer0028723.png,Neutral,Neutral,0.766953,1,Neutral,0.841835,1,Neutral,0.908912,1,Neutral,0.941226,1
fer0028724.png,Happiness,Happiness,0.997157,1,Happiness,0.998874,1,Happiness,0.998455,1,Happiness,0.997914,1
fer0028725.png,Happiness,Happiness,0.998254,1,Happiness,0.978940,1,Happiness,0.981644,1,Happiness,0.977684,1
fer0028726.png,Happiness,Surprise,0.806869,0,Happiness,0.569988,1,Happiness,0.682831,1,Happiness,0.625265,1
fer0028727.png,Happiness,Happiness,0.971697,1,Happiness,0.997536,1,Happiness,0.997253,1,Happiness,0.995985,1
fer0028728.png,Neutral,Sadness,0.626511,0,Neutral,0.605675,1,Neutral,0.557358,1,Neutral,0.562770,1
fer0028729.png,Anger,Anger,0.778109,1,Anger,0.439968,1,Anger,0.903055,1,Anger,0.921915,1
fer0028730.png,Happiness,Happiness,0.968580,1,Happiness,0.930733,1,Happiness,0.946478,1,Happiness,0.939271,1
fer0028731.png,Neutral,Neutral,0.817873,1,Neutral,0.931098,1,Neutral,0.933005,1,Neutral,0.941053,1
fer0028732.png,Anger,Anger,0.482082,1,Surprise,0.648259,0,Surprise,0.503708,0,Surprise,0.476077,0
fer0028733.png,Anger,Neutral,0.506752,0,Anger,0.443148,1,Anger,0.534059,1,Anger,0.556145,1
fer0028734.png,Happiness,Fear,0.855819,0,Surprise,0.633554,0,Surprise,0.725950,0,Surprise,0.756097,0
fer0028735.png,Happiness,Happiness,0.994871,1,Happiness,0.987015,1,Happiness,0.993537,1,Happiness,0.994416,1
fer0028736.png,Happiness,Happiness,0.980981,1,Happiness,0.994137,1,Happiness,0.995895,1,Happiness,0.995222,1
fer0028737.png,Anger,Anger,0.906178,1,Anger,0.948958,1,Anger,0.982613,1,Anger,0.980267,1
fer0028738.png,Happiness,Happiness,0.984491,1,Happiness,0.987405,1,Happiness,0.993063,1,Happiness,0.992482,1
fer0028739.png,Neutral,Neutral,0.965116,1,Neutral,0.983666,1,Neutral,0.992335,1,Neutral,0.995142,1
fer0028740.png,Neutral,Neutral,0.980764,1,Neutral,0.652921,1,Neutral,0.595113,1,Neutral,0.612056,1
fer0028741.png,Happiness,Happiness,0.988126,1,Happiness,0.981845,1,Happiness,0.996201,1,Happiness,0.997360,1
fer0028742.png,Anger,Surprise,0.964843,0,Surprise,0.933045,0,Surprise,0.943483,0,Surprise,0.951275,0
fer0028743.png,Surprise,Neutral,0.519925,0,Neutral,0.717095,0,Neutral,0.732503,0,Neutral,0.769280,0
fer0028744.png,Neutral,Neutral,0.837392,1,Neutral,0.770132,1,Neutral,0.917311,1,Neutral,0.933277,1
fer0028745.png,Neutral,Neutral,0.714827,1,Neutral,0.963172,1,Neutral,0.979373,1,Neutral,0.981849,1
fer0028746.png,Surprise,Neutral,0.674554,0,Neutral,0.670270,0,Neutral,0.634629,0,Neutral,0.617026,0
fer0028747.png,Happiness,Happiness,0.912060,1,Happiness,0.951704,1,Happiness,0.967641,1,Happiness,0.954656,1
fer0028748.png,Happiness,Happiness,0.993388,1,Happiness,0.971077,1,Happiness,0.981408,1,Happiness,0.983718,1
fer0028749.png,Anger,Neutral,0.494913,0,Anger,0.444632,1,Anger,0.832669,1,Anger,0.854355,1
fer0028750.png,Surprise,Anger,0.366456,0,Anger,0.405683,0,Anger,0.439078,0,Anger,0.420725,0
fer0028751.png,Sadness,Neutral,0.527267,0,Neutral,0.638651,0,Neutral,0.517584,0,Anger,0.476560,0
fer0028752.png,Happiness,Happiness,0.995482,1,Happiness,0.986897,1,Happiness,0.988832,1,Happiness,0.988646,1
fer0028753.png,Sadness,Sadness,0.968214,1,Sadness,0.954547,1,Sadness,0.978796,1,Sadness,0.973620,1
fer0028754.png,Happiness,Happiness,0.995840,1,Happiness,0.997462,1,Happiness,0.989878,1,Happiness,0.985966,1
fer0028755.png,Neutral,Neutral,0.959221,1,Neutral,0.951582,1,Neutral,0.979470,1,Neutral,0.974710,1
fer0028756.png,Fear,Fear,0.962290,1,Fear,0.953139,1,Fear,0.966967,1,Fear,0.969435,1
fer0028757.png,Neutral,Neutral,0.616519,1,Neutral,0.873203,1,Neutral,0.894750,1,Neutral,0.908801,1
fer0028758.png,Surprise,Surprise,0.870041,1,Surprise,0.909260,1,Surprise,0.886946,1,Surprise,0.892484,1
fer0028759.png,Happiness,Happiness,0.957644,1,Happiness,0.722295,1,Happiness,0.445533,1,Happiness,0.549866,1
fer0028760.png,Anger,Disgust,0.380803,0,Anger,0.678844,1,Anger,0.573634,1,Anger,0.560608,1
fer0028761.png,Sadness,Sadness,0.534718,1,Fear,0.573984,0,Fear,0.806170,0,Fear,0.859505,0
fer0028762.png,Sadness,Sadness,0.776075,1,Sadness,0.948847,1,Sadness,0.887589,1,Sadness,0.802915,1
fer0028763.png,Neutral,Neutral,0.609441,1,Happiness,0.648564,0,Neutral,0.543652,1,Neutral,0.488194,1
fer0028764.png,Happiness,Happiness,0.918787,1,Happiness,0.575225,1,Happiness,0.795212,1,Happiness,0.851355,1
fer0028765.png,Neutral,Neutral,0.821360,1,Neutral,0.533074,1,Neutral,0.656321,1,Neutral,0.798336,1
fer0028766.png,Happiness,Surprise,0.954178,0,Surprise,0.941129,0,Surprise,0.930038,0,Surprise,0.900518,0
fer0028767.png,Surprise,Surprise,0.893799,1,Surprise,0.912008,1,Surprise,0.868424,1,Surprise,0.868698,1
fer0028768.png,Neutral,Sadness,0.678104,0,Sadness,0.538776,0,Neutral,0.554754,1,Neutral,0.538442,1
fer0028769.png,Neutral,Neutral,0.993378,1,Neutral,0.989477,1,Neutral,0.992790,1,Neutral,0.988104,1
fer0028770.png,Sadness,Sadness,0.753574,1,Sadness,0.679000,1,Sadness,0.693042,1,Sadness,0.685029,1
fer0028771.png,Neutral,Neutral,0.939847,1,Neutral,0.965017,1,Neutral,0.949502,1,Neutral,0.940080,1
fer0028772.png,Surprise,Surprise,0.594189,1,Surprise,0.491890,1,Surprise,0.717420,1,Surprise,0.782521,1
fer0028773.png,Surprise,Surprise,0.819833,1,Surprise,0.988316,1,Surprise,0.987021,1,Surprise,0.981687,1
fer0028774.png,Surprise,Surprise,0.647670,1,Surprise,0.709135,1,Surprise,0.807231,1,Surprise,0.796307,1
fer0028775.png,Happiness,Happiness,0.978417,1,Happiness,0.918678,1,Happiness,0.860571,1,Happiness,0.878869,1
fer0028776.png,Neutral,Neutral,0.715131,1,Neutral,0.955022,1,Neutral,0.990377,1,Neutral,0.991596,1
fer0028777.png,Neutral,Neutral,0.797529,1,Neutral,0.976118,1,Neutral,0.974680,1,Neutral,0.974550,1
fer0028778.png,Neutral,Neutral,0.974917,1,Neutral,0.932714,1,Neutral,0.875226,1,Neutral,0.866078,1
fer0028779.png,Happiness,Fear,0.315436,0,Happiness,0.893086,1,Happiness,0.834602,1,Happiness,0.814273,1
fer0028780.png,Anger,Anger,0.694882,1,Anger,0.881868,1,Anger,0.932005,1,Anger,0.922216,1
fer0028781.png,Neutral,Sadness,0.803469,0,Neutral,0.696290,1,Neutral,0.676547,1,Neutral,0.700059,1
fer0028782.png,Sadness,Sadness,0.588964,1,Neutral,0.537822,0,Sadness,0.517449,1,Sadness,0.532780,1
fer0028783.png,Neutral,Neutral,0.651005,1,Neutral,0.974205,1,Neutral,0.991349,1,Neutral,0.990752,1
fer0028784.png,Happiness,Happiness,0.997917,1,Happiness,0.998457,1,Happiness,0.998871,1,Happiness,0.999062,1
fer0028785.png,Happiness,Sadness,0.665886,0,Happiness,0.521728,1,Sadness,0.766200,0,Sadness,0.726121,0
fer0028786.png,Happiness,Happiness,0.910400,1,Happiness,0.900251,1,Happiness,0.936700,1,Happiness,0.944707,1
fer0028787.png,Neutral,Sadness,0.796410,0,Sadness,0.633293,0,Neutral,0.573648,1,Neutral,0.595042,1
fer0028788.png,Neutral,Neutral,0.853031,1,Neutral,0.850805,1,Neutral,0.860761,1,Neutral,0.893938,1
fer0028789.png,Anger,Anger,0.970995,1,Anger,0.986330,1,Anger,0.988446,1,Anger,0.988625,1
fer0028790.png,Surprise,Surprise,0.992472,1,Surprise,0.982385,1,Surprise,0.976819,1,Surprise,0.972018,1
fer0028791.png,Happiness,Happiness,0.995767,1,Happiness,0.991426,1,Happiness,0.994818,1,Happiness,0.995342,1
fer0028792.png,Surprise,Surprise,0.743318,1,Surprise,0.888617,1,Surprise,0.899022,1,Surprise,0.907557,1
fer0028793.png,Surprise,Surprise,0.880270,1,Surprise,0.929400,1,Surprise,0.939362,1,Surprise,0.934225,1
fer0028794.png,Sadness,Sadness,0.981563,1,Sadness,0.991750,1,Sadness,0.996223,1,Sadness,0.994859,1
fer0028795.png,Surprise,Surprise,0.898057,1,Surprise,0.970227,1,Surprise,0.975198,1,Surprise,0.968966,1
fer0028796.png,Anger,Anger,0.656833,1,Happiness,0.828919,0,Happiness,0.550134,0,Happiness,0.543560,0
fer0028797.png,Happiness,Happiness,0.997756,1,Happiness,0.998969,1,Happiness,0.999526,1,Happiness,0.999307,1
fer0028798.png,Contempt,Neutral,0.645877,0,Neutral,0.781329,0,Neutral,0.942583,0,Neutral,0.930674,0
fer0028799.png,Happiness,Happiness,0.993352,1,Happiness,0.962464,1,Happiness,0.962461,1,Happiness,0.949392,1
fer0028800.png,Happiness,Happiness,0.978665,1,Happiness,0.973258,1,Happiness,0.977234,1,Happiness,0.974845,1
fer0028801.png,Sadness,Sadness,0.719219,1,Happiness,0.674371,0,Happiness,0.534710,0,Happiness,0.503305,0
fer0028802.png,Neutral,Sadness,0.576330,0,Neutral,0.723015,1,Neutral,0.738314,1,Neutral,0.715637,1
fer0028803.png,Neutral,Neutral,0.687303,1,Neutral,0.799873,1,Neutral,0.880089,1,Neutral,0.846023,1
fer0028804.png,Neutral,Neutral,0.869353,1,Neutral,0.967559,1,Neutral,0.927964,1,Neutral,0.924459,1
fer0028805.png,Sadness,Sadness,0.589336,1,Neutral,0.954754,0,Neutral,0.974302,0,Neutral,0.983048,0
fer0028806.png,Surprise,Surprise,0.938136,1,Surprise,0.951442,1,Surprise,0.962302,1,Surprise,0.966902,1
fer0028807.png,Neutral,Neutral,0.750668,1,Neutral,0.744842,1,Neutral,0.910486,1,Neutral,0.940057,1
fer0028808.png,Neutral,Sadness,0.782732,0,Neutral,0.850083,1,Neutral,0.826374,1,Neutral,0.840661,1
fer0028809.png,Sadness,Sadness,0.998676,1,Sadness,0.996240,1,Sadness,0.995541,1,Sadness,0.994660,1
fer0028810.png,Surprise,Surprise,0.928429,1,Surprise,0.899713,1,Surprise,0.904833,1,Surprise,0.896045,1
fer0028811.png,Neutral,Neutral,0.879600,1,Neutral,0.987054,1,Neutral,0.979615,1,Neutral,0.975505,1
fer0028812.png,Contempt,Sadness,0.765186,0,Neutral,0.711715,0,Neutral,0.757050,0,Neutral,0.782516,0
fer0028813.png,Neutral,Neutral,0.920782,1,Neutral,0.984573,1,Neutral,0.975975,1,Neutral,0.982348,1
fer0028814.png,Anger,Neutral,0.780161,0,Anger,0.769145,1,Anger,0.876970,1,Anger,0.833903,1
fer0028815.png,Neutral,Neutral,0.924542,1,Neutral,0.916186,1,Neutral,0.961525,1,Neutral,0.958946,1
fer0028816.png,Neutral,Neutral,0.671815,1,Neutral,0.853617,1,Neutral,0.862505,1,Neutral,0.892666,1
fer0028817.png,Surprise,Surprise,0.898737,1,Surprise,0.919330,1,Surprise,0.897242,1,Surprise,0.867248,1
fer0028818.png,Neutral,Neutral,0.602067,1,Neutral,0.919318,1,Neutral,0.976459,1,Neutral,0.978211,1
fer0028819.png,Happiness,Happiness,0.976499,1,Happiness,0.966497,1,Happiness,0.974651,1,Happiness,0.975032,1
fer0028820.png,Fear,Fear,0.829305,1,Fear,0.806523,1,Fear,0.825360,1,Fear,0.797335,1
fer0028821.png,Happiness,Happiness,0.992129,1,Happiness,0.991495,1,Happiness,0.986452,1,Happiness,0.981044,1
fer0028822.png,Happiness,Happiness,0.966245,1,Happiness,0.901491,1,Happiness,0.801845,1,Happiness,0.775289,1
fer0028823.png,Neutral,Neutral,0.499936,1,Sadness,0.503193,0,Neutral,0.529113,1,Neutral,0.560515,1
fer0028824.png,Neutral,Sadness,0.681450,0,Neutral,0.511989,1,Neutral,0.616590,1,Neutral,0.584844,1
fer0028825.png,Happiness,Happiness,0.984568,1,Happiness,0.967530,1,Happiness,0.985152,1,Happiness,0.985475,1
fer0028826.png,Happiness,Happiness,0.630841,1,Happiness,0.609884,1,Happiness,0.684904,1,Happiness,0.762386,1
fer0028827.png,Happiness,Happiness,0.995829,1,Happiness,0.990569,1,Happiness,0.995156,1,Happiness,0.993518,1
fer0028828.png,Sadness,Sadness,0.968985,1,Sadness,0.998241,1,Sadness,0.995470,1,Sadness,0.991218,1
fer0028829.png,Neutral,Neutral,0.910429,1,Neutral,0.773500,1,Neutral,0.700006,1,Neutral,0.713195,1
fer0028830.png,Neutral,Sadness,0.712491,0,Neutral,0.777239,1,Neutral,0.800980,1,Neutral,0.699933,1
fer0028831.png,Surprise,Surprise,0.920207,1,Surprise,0.952704,1,Surprise,0.928851,1,Surprise,0.837565,1
fer0028832.png,Happiness,Happiness,0.963645,1,Happiness,0.945717,1,Happiness,0.970280,1,Happiness,0.978863,1
fer0028833.png,Neutral,Sadness,0.561627,0,Neutral,0.606412,1,Neutral,0.564437,1,Neutral,0.589267,1
fer0028834.png,Surprise,Surprise,0.949527,1,Surprise,0.968159,1,Surprise,0.950142,1,Surprise,0.942012,1
fer0028835.png,Neutral,Neutral,0.889312,1,Neutral,0.889902,1,Neutral,0.909483,1,Neutral,0.919038,1
fer0028836.png,Anger,Anger,0.958030,1,Anger,0.928575,1,Anger,0.975563,1,Anger,0.978618,1
fer0028837.png,Sadness,Neutral,0.769150,0,Neutral,0.793960,0,Neutral,0.901909,0,Neutral,0.933611,0
fer0028838.png,Happiness,Happiness,0.878156,1,Happiness,0.841057,1,Happiness,0.742837,1,Happiness,0.721463,1
fer0028839.png,Happiness,Happiness,0.513597,1,Happiness,0.667445,1,Happiness,0.622157,1,Happiness,0.610960,1
fer0028840.png,Surprise,Surprise,0.554347,1,Surprise,0.733111,1,Surprise,0.694293,1,Surprise,0.698929,1
fer0028841.png,Happiness,Happiness,0.970731,1,Happiness,0.916858,1,Happiness,0.863384,1,Happiness,0.860454,1
fer0028842.png,Neutral,Happiness,0.700555,0,Happiness,0.870793,0,Happiness,0.806134,0,Happiness,0.729146,0
fer0028843.png,Surprise,Surprise,0.968218,1,Surprise,0.953025,1,Surprise,0.961862,1,Surprise,0.970480,1
fer0028844.png,Neutral,Sadness,0.591044,0,Sadness,0.503876,0,Neutral,0.581746,1,Neutral,0.648848,1
fer0028845.png,Sadness,Sadness,0.534185,1,Sadness,0.811800,1,Sadness,0.887175,1,Sadness,0.878055,1
fer0028846.png,Neutral,Neutral,0.640694,1,Neutral,0.725762,1,Neutral,0.748237,1,Neutral,0.772995,1
fer0028847.png,Surprise,Sadness,0.457387,0,Surprise,0.650703,1,Surprise,0.545311,1,Surprise,0.546051,1
fer0028848.png,Neutral,Neutral,0.967600,1,Neutral,0.982523,1,Neutral,0.986515,1,Neutral,0.990583,1
fer0028849.png,Anger,Neutral,0.539949,0,Neutral,0.654497,0,Anger,0.515076,1,Anger,0.485437,1
fer0028850.png,Anger,Anger,0.930990,1,Anger,0.836767,1,Anger,0.881428,1,Anger,0.828882,1
fer0028851.png,Neutral,Neutral,0.377144,1,Neutral,0.580242,1,Neutral,0.753979,1,Neutral,0.861492,1
fer0028852.png,Neutral,Sadness,0.760368,0,Neutral,0.686488,1,Neutral,0.589124,1,Neutral,0.509327,1
fer0028853.png,Surprise,Surprise,0.472964,1,Surprise,0.951866,1,Surprise,0.973372,1,Surprise,0.968724,1
fer0028854.png,Surprise,Surprise,0.418943,1,Surprise,0.744042,1,Surprise,0.878462,1,Surprise,0.925404,1
fer0028855.png,Neutral,Sadness,0.731510,0,Sadness,0.644456,0,Sadness,0.648493,0,Sadness,0.608495,0
fer0028856.png,Neutral,Neutral,0.677466,1,Neutral,0.939823,1,Neutral,0.927558,1,Neutral,0.860501,1
fer0028857.png,Happiness,Happiness,0.996794,1,Happiness,0.998663,1,Happiness,0.999559,1,Happiness,0.999340,1
fer0028858.png,Happiness,Happiness,0.725554,1,Happiness,0.650057,1,Happiness,0.552366,1,Happiness,0.608772,1
fer0028859.png,Neutral,Neutral,0.551913,1,Neutral,0.778687,1,Neutral,0.766813,1,Neutral,0.751284,1
fer0028860.png,Surprise,Surprise,0.938064,1,Surprise,0.925049,1,Surprise,0.938356,1,Surprise,0.931828,1
fer0028861.png,Neutral,Neutral,0.537990,1,Sadness,0.562635,0,Neutral,0.503379,1,Neutral,0.561417,1
fer0028862.png,Anger,Anger,0.945776,1,Anger,0.953349,1,Anger,0.973368,1,Anger,0.971248,1
fer0028863.png,Happiness,Happiness,0.992133,1,Happiness,0.987182,1,Happiness,0.985345,1,Happiness,0.984542,1
fer0028864.png,Surprise,Surprise,0.725647,1,Surprise,0.811789,1,Surprise,0.792908,1,Surprise,0.788461,1
