filename,ground_truth,pred_with_clahe,conf_with_clahe,correct_with_clahe,pred_without_clahe,conf_without_clahe,correct_without_clahe
fer0028740.png,Neutral,Neutral,0.595113,1,Neutral,0.866871,1
fer0028741.png,Happiness,Happiness,0.996201,1,Happiness,0.950288,1
fer0028742.png,Anger,Surprise,0.943483,0,Surprise,0.970507,0
fer0028743.png,Surprise,Neutral,0.732503,0,Surprise,0.514423,1
fer0028744.png,Neutral,Neutral,0.917311,1,Sadness,0.557540,0
fer0028745.png,Neutral,Neutral,0.979373,1,Neutral,0.790174,1
fer0028746.png,Surprise,Neutral,0.634629,0,Neutral,0.727601,0
fer0028747.png,Happiness,Happiness,0.967641,1,Happiness,0.637810,1
fer0028748.png,Happiness,Happiness,0.981408,1,Happiness,0.958998,1
fer0028749.png,Anger,Anger,0.832669,1,Neutral,0.857060,0
fer0028750.png,Surprise,Anger,0.439078,0,Sadness,0.524050,0
fer0028751.png,Sadness,Neutral,0.517584,0,Neutral,0.869597,0
fer0028752.png,Happiness,Happiness,0.988832,1,Happiness,0.961484,1
fer0028753.png,Sadness,Sadness,0.978796,1,Neutral,0.838514,0
fer0028754.png,Happiness,Happiness,0.989878,1,Happiness,0.995042,1
fer0028755.png,Neutral,Neutral,0.979470,1,Neutral,0.959765,1
fer0028756.png,Fear,Fear,0.966967,1,Fear,0.766591,1
fer0028757.png,Neutral,Neutral,0.894750,1,Neutral,0.949962,1
fer0028758.png,Surprise,Surprise,0.886946,1,Surprise,0.736416,1
fer0028759.png,Happiness,Happiness,0.445533,1,Happiness,0.590731,1
fer0028760.png,Anger,Anger,0.573634,1,Anger,0.360618,1
fer0028761.png,Sadness,Fear,0.806170,0,Neutral,0.657557,0
fer0028762.png,Sadness,Sadness,0.887589,1,Sadness,0.910769,1
fer0028763.png,Neutral,Neutral,0.543652,1,Neutral,0.651287,1
fer0028764.png,Happiness,Happiness,0.795212,1,Happiness,0.536820,1
fer0028765.png,Neutral,Neutral,0.656321,1,Neutral,0.875562,1
fer0028766.png,Happiness,Surprise,0.930038,0,Surprise,0.701818,0
fer0028767.png,Surprise,Surprise,0.868424,1,Surprise,0.477514,1
fer0028768.png,Neutral,Neutral,0.554754,1,Neutral,0.644754,1
fer0028769.png,Neutral,Neutral,0.992790,1,Neutral,0.993106,1
fer0028770.png,Sadness,Sadness,0.693042,1,Neutral,0.794229,0
fer0028771.png,Neutral,Neutral,0.949502,1,Neutral,0.992959,1
fer0028772.png,Surprise,Surprise,0.717420,1,Neutral,0.786132,0
fer0028773.png,Surprise,Surprise,0.987021,1,Fear,0.850433,0
fer0028774.png,Surprise,Surprise,0.807231,1,Surprise,0.600584,1
fer0028775.png,Happiness,Happiness,0.860571,1,Neutral,0.616812,0
fer0028776.png,Neutral,Neutral,0.990377,1,Fear,0.490220,0
fer0028777.png,Neutral,Neutral,0.974680,1,Neutral,0.943051,1
fer0028778.png,Neutral,Neutral,0.875226,1,Neutral,0.974328,1
fer0028779.png,Happiness,Happiness,0.834602,1,Neutral,0.761876,0
fer0028780.png,Anger,Anger,0.932005,1,Happiness,0.856235,0
fer0028781.png,Neutral,Neutral,0.676547,1,Neutral,0.962349,1
fer0028782.png,Sadness,Sadness,0.517449,1,Neutral,0.961144,0
fer0028783.png,Neutral,Neutral,0.991349,1,Neutral,0.954458,1
fer0028784.png,Happiness,Happiness,0.998871,1,Happiness,0.901108,1
fer0028785.png,Happiness,Sadness,0.766200,0,Happiness,0.839788,1
fer0028786.png,Happiness,Happiness,0.936700,1,Happiness,0.860693,1
fer0028787.png,Neutral,Neutral,0.573648,1,Sadness,0.770141,0
fer0028788.png,Neutral,Neutral,0.860761,1,Neutral,0.974640,1
fer0028789.png,Anger,Anger,0.988446,1,Anger,0.990820,1
fer0028790.png,Surprise,Surprise,0.976819,1,Surprise,0.870907,1
fer0028791.png,Happiness,Happiness,0.994818,1,Happiness,0.734910,1
fer0028792.png,Surprise,Surprise,0.899022,1,Surprise,0.801654,1
fer0028793.png,Surprise,Surprise,0.939362,1,Surprise,0.939371,1
fer0028794.png,Sadness,Sadness,0.996223,1,Sadness,0.937325,1
fer0028795.png,Surprise,Surprise,0.975198,1,Surprise,0.525261,1
fer0028796.png,Anger,Happiness,0.550134,0,Anger,0.625403,1
fer0028797.png,Happiness,Happiness,0.999526,1,Happiness,0.993675,1
fer0028798.png,Contempt,Neutral,0.942583,0,Neutral,0.484515,0
fer0028799.png,Happiness,Happiness,0.962461,1,Happiness,0.929325,1
fer0028800.png,Happiness,Happiness,0.977234,1,Happiness,0.958964,1
fer0028801.png,Sadness,Happiness,0.534710,0,Happiness,0.748719,0
fer0028802.png,Neutral,Neutral,0.738314,1,Neutral,0.916171,1
fer0028803.png,Neutral,Neutral,0.880089,1,Neutral,0.561321,1
fer0028804.png,Neutral,Neutral,0.927964,1,Neutral,0.966393,1
fer0028805.png,Sadness,Neutral,0.974302,0,Sadness,0.763388,1
fer0028806.png,Surprise,Surprise,0.962302,1,Fear,0.797668,0
fer0028807.png,Neutral,Neutral,0.910486,1,Neutral,0.862155,1
fer0028808.png,Neutral,Neutral,0.826374,1,Happiness,0.509251,0
fer0028809.png,Sadness,Sadness,0.995541,1,Sadness,0.792589,1
fer0028810.png,Surprise,Surprise,0.904833,1,Surprise,0.927113,1
fer0028811.png,Neutral,Neutral,0.979615,1,Neutral,0.939129,1
fer0028812.png,Contempt,Neutral,0.757050,0,Neutral,0.622261,0
fer0028813.png,Neutral,Neutral,0.975975,1,Neutral,0.976162,1
fer0028814.png,Anger,Anger,0.876970,1,Neutral,0.910979,0
fer0028815.png,Neutral,Neutral,0.961525,1,Neutral,0.918368,1
fer0028816.png,Neutral,Neutral,0.862505,1,Neutral,0.987762,1
fer0028817.png,Surprise,Surprise,0.897242,1,Surprise,0.947913,1
fer0028818.png,Neutral,Neutral,0.976459,1,Neutral,0.980118,1
fer0028819.png,Happiness,Happiness,0.974651,1,Neutral,0.664258,0
fer0028820.png,Fear,Fear,0.825360,1,Fear,0.355389,1
fer0028821.png,Happiness,Happiness,0.986452,1,Happiness,0.990274,1
fer0028822.png,Happiness,Happiness,0.801845,1,Happiness,0.864510,1
fer0028823.png,Neutral,Neutral,0.529113,1,Sadness,0.487101,0
fer0028824.png,Neutral,Neutral,0.616590,1,Neutral,0.545205,1
fer0028825.png,Happiness,Happiness,0.985152,1,Happiness,0.797589,1
fer0028826.png,Happiness,Happiness,0.684904,1,Happiness,0.727740,1
fer0028827.png,Happiness,Happiness,0.995156,1,Happiness,0.777251,1
fer0028828.png,Sadness,Sadness,0.995470,1,Sadness,0.536403,1
fer0028829.png,Neutral,Neutral,0.700006,1,Neutral,0.970397,1
fer0028830.png,Neutral,Neutral,0.800980,1,Sadness,0.525797,0
fer0028831.png,Surprise,Surprise,0.928851,1,Surprise,0.825376,1
fer0028832.png,Happiness,Happiness,0.970280,1,Happiness,0.720882,1
fer0028833.png,Neutral,Neutral,0.564437,1,Neutral,0.984500,1
fer0028834.png,Surprise,Surprise,0.950142,1,Surprise,0.678762,1
fer0028835.png,Neutral,Neutral,0.909483,1,Neutral,0.995238,1
fer0028836.png,Anger,Anger,0.975563,1,Anger,0.955682,1
fer0028837.png,Sadness,Neutral,0.901909,0,Neutral,0.887422,0
fer0028838.png,Happiness,Happiness,0.742837,1,Neutral,0.808852,0
fer0028839.png,Happiness,Happiness,0.622157,1,Neutral,0.948165,0
fer0028840.png,Surprise,Surprise,0.694293,1,Surprise,0.645891,1
fer0028841.png,Happiness,Happiness,0.863384,1,Happiness,0.996804,1
fer0028842.png,Neutral,Happiness,0.806134,0,Neutral,0.532029,1
fer0028843.png,Surprise,Surprise,0.961862,1,Fear,0.704163,0
fer0028844.png,Neutral,Neutral,0.581746,1,Neutral,0.970809,1
fer0028845.png,Sadness,Sadness,0.887175,1,Neutral,0.803067,0
fer0028846.png,Neutral,Neutral,0.748237,1,Neutral,0.936979,1
fer0028847.png,Surprise,Surprise,0.545311,1,Neutral,0.880506,0
fer0028848.png,Neutral,Neutral,0.986515,1,Neutral,0.936879,1
fer0028849.png,Anger,Anger,0.515076,1,Neutral,0.957873,0
fer0028850.png,Anger,Anger,0.881428,1,Surprise,0.583455,0
fer0028851.png,Neutral,Neutral,0.753979,1,Neutral,0.934007,1
fer0028852.png,Neutral,Neutral,0.589124,1,Neutral,0.662981,1
fer0028853.png,Surprise,Surprise,0.973372,1,Surprise,0.948375,1
fer0028854.png,Surprise,Surprise,0.878462,1,Surprise,0.647721,1
fer0028855.png,Neutral,Sadness,0.648493,0,Neutral,0.480556,1
fer0028856.png,Neutral,Neutral,0.927558,1,Neutral,0.939613,1
fer0028857.png,Happiness,Happiness,0.999559,1,Happiness,0.975304,1
fer0028858.png,Happiness,Happiness,0.552366,1,Happiness,0.462706,1
fer0028859.png,Neutral,Neutral,0.766813,1,Neutral,0.970374,1
fer0028860.png,Surprise,Surprise,0.938356,1,Surprise,0.488654,1
fer0028861.png,Neutral,Neutral,0.503379,1,Neutral,0.896198,1
fer0028862.png,Anger,Anger,0.973368,1,Anger,0.728503,1
fer0028863.png,Happiness,Happiness,0.985345,1,Happiness,0.891210,1
fer0028864.png,Surprise,Surprise,0.792908,1,Surprise,0.918863,1
fer0028865.png,Neutral,Neutral,0.969828,1,Neutral,0.739483,1
fer0028866.png,Anger,Anger,0.984622,1,Happiness,0.367749,0
fer0028867.png,Happiness,Happiness,0.967951,1,Neutral,0.620308,0
fer0028868.png,Disgust,Sadness,0.444270,0,Anger,0.800330,0
fer0028869.png,Neutral,Neutral,0.781495,1,Neutral,0.964846,1
fer0028870.png,Surprise,Surprise,0.957757,1,Surprise,0.792518,1
fer0028871.png,Anger,Sadness,0.745506,0,Neutral,0.566757,0
fer0028872.png,Sadness,Sadness,0.529527,1,Anger,0.868909,0
fer0028873.png,Sadness,Happiness,0.947756,0,Neutral,0.535979,0
fer0028874.png,Happiness,Happiness,0.825928,1,Happiness,0.974835,1
fer0028875.png,Neutral,Neutral,0.906219,1,Neutral,0.987598,1
fer0028876.png,Anger,Anger,0.990380,1,Anger,0.996095,1
fer0028877.png,Neutral,Neutral,0.775739,1,Neutral,0.916008,1
fer0028878.png,Happiness,Happiness,0.991936,1,Happiness,0.765189,1
fer0028879.png,Neutral,Happiness,0.770751,0,Neutral,0.893321,1
fer0028880.png,Neutral,Neutral,0.980148,1,Neutral,0.977136,1
fer0028881.png,Anger,Anger,0.885138,1,Anger,0.980590,1
fer0028882.png,Contempt,Contempt,0.939822,1,Neutral,0.919895,0
fer0028883.png,Happiness,Happiness,0.970343,1,Neutral,0.523005,0
fer0028884.png,Happiness,Happiness,0.945510,1,Happiness,0.655272,1
fer0028885.png,Happiness,Happiness,0.770968,1,Neutral,0.780705,0
fer0028886.png,Anger,Anger,0.882951,1,Anger,0.952023,1
fer0028887.png,Neutral,Neutral,0.958470,1,Neutral,0.873219,1
fer0028888.png,Neutral,Neutral,0.727504,1,Happiness,0.516178,0
fer0028889.png,Fear,Neutral,0.687236,0,Neutral,0.969246,0
fer0028890.png,Neutral,Neutral,0.618727,1,Sadness,0.552619,0
fer0028891.png,Happiness,Happiness,0.939348,1,Sadness,0.651322,0
fer0028892.png,Happiness,Happiness,0.973291,1,Happiness,0.974914,1
fer0028893.png,Neutral,Neutral,0.888413,1,Neutral,0.778064,1
fer0028894.png,Contempt,Neutral,0.532885,0,Neutral,0.866627,0
fer0028895.png,Sadness,Neutral,0.491912,0,Neutral,0.745657,0
fer0028896.png,Sadness,Sadness,0.757958,1,Neutral,0.811802,0
fer0028897.png,Neutral,Neutral,0.915169,1,Neutral,0.935736,1
fer0028898.png,Anger,Sadness,0.776111,0,Neutral,0.843505,0
fer0028899.png,Disgust,Sadness,0.652479,0,Neutral,0.957595,0
fer0028900.png,Anger,Anger,0.997456,1,Anger,0.992128,1
fer0028901.png,Neutral,Neutral,0.600854,1,Sadness,0.511585,0
fer0028902.png,Neutral,Neutral,0.863993,1,Neutral,0.957011,1
fer0028903.png,Anger,Anger,0.966358,1,Anger,0.909386,1
fer0028904.png,Anger,Surprise,0.585716,0,Fear,0.526566,0
fer0028905.png,Happiness,Happiness,0.956266,1,Happiness,0.961185,1
fer0028906.png,Happiness,Happiness,0.953911,1,Happiness,0.905989,1
fer0028907.png,Sadness,Sadness,0.674748,1,Neutral,0.744538,0
fer0028908.png,Neutral,Neutral,0.554133,1,Sadness,0.629573,0
fer0028909.png,Neutral,Neutral,0.947480,1,Neutral,0.982154,1
fer0028910.png,Neutral,Neutral,0.824957,1,Neutral,0.977617,1
fer0028911.png,Happiness,Neutral,0.634174,0,Neutral,0.736402,0
fer0028912.png,Surprise,Surprise,0.910759,1,Surprise,0.548395,1
fer0028913.png,Happiness,Happiness,0.887287,1,Happiness,0.866995,1
fer0028914.png,Neutral,Sadness,0.881859,0,Sadness,0.842398,0
fer0028915.png,Surprise,Surprise,0.833676,1,Surprise,0.644651,1
fer0028916.png,Sadness,Sadness,0.674629,1,Sadness,0.440805,1
fer0028917.png,Neutral,Neutral,0.981446,1,Neutral,0.994696,1
fer0028918.png,Happiness,Happiness,0.479451,1,Happiness,0.753754,1
fer0028919.png,Surprise,Surprise,0.451289,1,Fear,0.684197,0
fer0028920.png,Neutral,Neutral,0.786061,1,Neutral,0.988509,1
fer0028921.png,Sadness,Neutral,0.859252,0,Neutral,0.759688,0
fer0028922.png,Neutral,Neutral,0.474310,1,Neutral,0.816451,1
fer0028923.png,Neutral,Neutral,0.996913,1,Neutral,0.881987,1
fer0028924.png,Anger,Sadness,0.718755,0,Sadness,0.574904,0
fer0028925.png,Neutral,Neutral,0.796859,1,Neutral,0.875290,1
fer0028926.png,Neutral,Neutral,0.636189,1,Neutral,0.878962,1
fer0028927.png,Neutral,Neutral,0.988228,1,Neutral,0.952010,1
fer0028928.png,Surprise,Surprise,0.879445,1,Neutral,0.786764,0
fer0028929.png,Happiness,Happiness,0.621148,1,Neutral,0.640507,0
fer0028930.png,Neutral,Neutral,0.859734,1,Neutral,0.548696,1
fer0028931.png,Sadness,Sadness,0.862464,1,Sadness,0.684955,1
fer0028932.png,Happiness,Happiness,0.987539,1,Neutral,0.875671,0
fer0028933.png,Neutral,Neutral,0.786156,1,Neutral,0.992113,1
fer0028934.png,Neutral,Neutral,0.769404,1,Neutral,0.491559,1
fer0028935.png,Neutral,Neutral,0.830416,1,Neutral,0.739032,1
fer0028936.png,Neutral,Neutral,0.895493,1,Neutral,0.959462,1
fer0028937.png,Happiness,Happiness,0.921911,1,Surprise,0.613988,0
fer0028938.png,Neutral,Happiness,0.653514,0,Neutral,0.696820,1
fer0028939.png,Sadness,Sadness,0.830005,1,Neutral,0.721638,0
fer0028940.png,Happiness,Happiness,0.765703,1,Happiness,0.889064,1
fer0028941.png,Happiness,Happiness,0.994381,1,Happiness,0.981117,1
fer0028942.png,Anger,Anger,0.912019,1,Anger,0.939007,1
fer0028943.png,Happiness,Happiness,0.651221,1,Happiness,0.953349,1
fer0028944.png,Surprise,Surprise,0.914912,1,Surprise,0.846765,1
fer0028945.png,Happiness,Happiness,0.992956,1,Happiness,0.998643,1
fer0028946.png,Happiness,Happiness,0.961384,1,Neutral,0.511350,0
fer0028947.png,Happiness,Happiness,0.997549,1,Happiness,0.980734,1
fer0028948.png,Happiness,Happiness,0.935428,1,Happiness,0.751084,1
fer0028949.png,Neutral,Neutral,0.879159,1,Neutral,0.788045,1
fer0028950.png,Neutral,Neutral,0.865622,1,Neutral,0.895438,1
fer0028951.png,Neutral,Happiness,0.802167,0,Happiness,0.532555,0
fer0028952.png,Sadness,Sadness,0.767134,1,Sadness,0.595461,1
fer0028953.png,Surprise,Surprise,0.374514,1,Happiness,0.405059,0
fer0028954.png,Sadness,Sadness,0.580250,1,Neutral,0.822931,0
fer0028955.png,Fear,Fear,0.979934,1,Surprise,0.397691,0
fer0028956.png,Neutral,Neutral,0.524297,1,Neutral,0.692834,1
fer0028957.png,Happiness,Happiness,0.923330,1,Sadness,0.502334,0
fer0028958.png,Sadness,Sadness,0.999484,1,Sadness,0.968870,1
fer0028959.png,Surprise,Surprise,0.414974,1,Sadness,0.342908,0
fer0028960.png,Neutral,Happiness,0.946028,0,Neutral,0.687027,1
fer0028961.png,Neutral,Neutral,0.989215,1,Neutral,0.886297,1
fer0028962.png,Anger,Neutral,0.757237,0,Neutral,0.966028,0
fer0028963.png,Disgust,Neutral,0.511138,0,Neutral,0.823729,0
fer0028964.png,Neutral,Sadness,0.704769,0,Sadness,0.626313,0
fer0028965.png,Happiness,Happiness,0.982615,1,Happiness,0.882219,1
fer0028966.png,Happiness,Happiness,0.971294,1,Happiness,0.848668,1
fer0028967.png,Surprise,Surprise,0.854058,1,Neutral,0.749430,0
fer0028968.png,Happiness,Happiness,0.966333,1,Happiness,0.904938,1
fer0028969.png,Happiness,Neutral,0.569357,0,Neutral,0.944151,0
fer0028970.png,Anger,Anger,0.991898,1,Anger,0.984293,1
fer0028971.png,Happiness,Happiness,0.981918,1,Happiness,0.851564,1
fer0028972.png,Anger,Anger,0.849124,1,Surprise,0.920065,0
fer0028973.png,Happiness,Happiness,0.994370,1,Happiness,0.991228,1
fer0028974.png,Happiness,Happiness,0.423660,1,Happiness,0.916194,1
fer0028975.png,Neutral,Neutral,0.873315,1,Neutral,0.867197,1
fer0028976.png,Fear,Anger,0.369447,0,Surprise,0.706503,0
fer0028977.png,Neutral,Happiness,0.948229,0,Neutral,0.984820,1
fer0028978.png,Neutral,Neutral,0.933770,1,Neutral,0.616194,1
fer0028979.png,Surprise,Surprise,0.892224,1,Surprise,0.960893,1
fer0028980.png,Neutral,Neutral,0.960700,1,Neutral,0.993321,1
fer0028981.png,Neutral,Neutral,0.939266,1,Neutral,0.921783,1
fer0028982.png,Neutral,Neutral,0.478839,1,Neutral,0.865975,1
fer0028983.png,Neutral,Neutral,0.975458,1,Neutral,0.962963,1
fer0028984.png,Happiness,Happiness,0.447045,1,Neutral,0.554234,0
fer0028985.png,Happiness,Happiness,0.997263,1,Happiness,0.918402,1
fer0028986.png,Sadness,Sadness,0.652928,1,Neutral,0.533027,0
fer0028987.png,Sadness,Neutral,0.993345,0,Neutral,0.996587,0
fer0028988.png,Neutral,Neutral,0.593306,1,Neutral,0.827014,1
fer0028989.png,Neutral,Anger,0.404643,0,Anger,0.717824,0
fer0028990.png,Neutral,Neutral,0.953268,1,Neutral,0.992088,1
fer0028991.png,Happiness,Happiness,0.942999,1,Happiness,0.775231,1
fer0028992.png,Neutral,Neutral,0.874527,1,Neutral,0.809945,1
fer0028993.png,Sadness,Sadness,0.747111,1,Neutral,0.639671,0
fer0028994.png,Happiness,Happiness,0.999184,1,Happiness,0.999210,1
fer0028995.png,Contempt,Anger,0.894302,0,Neutral,0.969679,0
fer0028996.png,Happiness,Happiness,0.976327,1,Neutral,0.784617,0
fer0028997.png,Neutral,Happiness,0.218614,0,Neutral,0.694113,1
fer0028998.png,Sadness,Sadness,0.654754,1,Neutral,0.692701,0
fer0028999.png,Neutral,Neutral,0.900012,1,Neutral,0.908427,1
fer0029000.png,Happiness,Happiness,0.986373,1,Neutral,0.446883,0
fer0029001.png,Neutral,Neutral,0.943975,1,Neutral,0.740968,1
fer0029002.png,Surprise,Surprise,0.995290,1,Surprise,0.975340,1
fer0029003.png,Happiness,Happiness,0.997655,1,Happiness,0.997300,1
fer0029004.png,Happiness,Happiness,0.998897,1,Happiness,0.933489,1
fer0029005.png,Happiness,Happiness,0.962376,1,Happiness,0.921943,1
fer0029006.png,Sadness,Sadness,0.700057,1,Neutral,0.985728,0
fer0029007.png,Neutral,Sadness,0.623705,0,Sadness,0.580388,0
fer0029008.png,Happiness,Neutral,0.674007,0,Neutral,0.360328,0
fer0029009.png,Neutral,Neutral,0.971008,1,Neutral,0.965906,1
fer0029010.png,Sadness,Neutral,0.864306,0,Neutral,0.923127,0
fer0029011.png,Neutral,Sadness,0.741461,0,Sadness,0.533372,0
fer0029012.png,Neutral,Neutral,0.931670,1,Neutral,0.946250,1
fer0029013.png,Sadness,Sadness,0.945856,1,Sadness,0.871032,1
fer0029014.png,Neutral,Neutral,0.850039,1,Sadness,0.652280,0
fer0029015.png,Surprise,Surprise,0.938627,1,Surprise,0.952901,1
