filename,ground_truth,pred_standard,conf_standard,correct_standard,pred_dynamic,conf_dynamic,correct_dynamic
fer0028715.png,Neutral,Neutral,0.512334,1,Neutral,0.953620,1
fer0028716.png,Sadness,Sadness,0.975827,1,Sadness,0.992950,1
fer0028717.png,Sadness,Sadness,0.509960,1,Sadness,0.852043,1
fer0028718.png,Neutral,Neutral,0.572413,1,Anger,0.627586,0
fer0028719.png,Anger,Anger,0.726540,1,Anger,0.980301,1
fer0028720.png,Neutral,Neutral,0.378606,1,Anger,0.735474,0
fer0028721.png,Happiness,Neutral,0.514751,0,Happiness,0.825567,1
fer0028722.png,Surprise,Surprise,0.619839,1,Surprise,0.861477,1
fer0028723.png,Neutral,Neutral,0.635016,1,Neutral,0.908912,1
fer0028724.png,Happiness,Happiness,0.685373,1,Happiness,0.998455,1
fer0028725.png,Happiness,Happiness,0.847084,1,Happiness,0.981644,1
fer0028726.png,Happiness,Happiness,0.472413,1,Happiness,0.682831,1
fer0028727.png,Happiness,Happiness,0.954510,1,Happiness,0.997253,1
fer0028728.png,Neutral,Sadness,0.468591,0,Neutral,0.557358,1
fer0028729.png,Anger,Happiness,0.377932,0,Anger,0.903055,1
fer0028730.png,Happiness,Happiness,0.933446,1,Happiness,0.946478,1
fer0028731.png,Neutral,Neutral,0.827541,1,Neutral,0.933005,1
fer0028732.png,Anger,Anger,0.535006,1,Surprise,0.503708,0
fer0028733.png,Anger,Sadness,0.349359,0,Anger,0.534059,1
fer0028734.png,Happiness,Fear,0.402727,0,Surprise,0.725950,0
fer0028735.png,Happiness,Happiness,0.979285,1,Happiness,0.993537,1
fer0028736.png,Happiness,Happiness,0.933029,1,Happiness,0.995895,1
fer0028737.png,Anger,Anger,0.323082,1,Anger,0.982613,1
fer0028738.png,Happiness,Happiness,0.925386,1,Happiness,0.993063,1
fer0028739.png,Neutral,Neutral,0.869730,1,Neutral,0.992335,1
fer0028740.png,Neutral,Neutral,0.753637,1,Neutral,0.595113,1
fer0028741.png,Happiness,Happiness,0.948977,1,Happiness,0.996201,1
fer0028742.png,Anger,Surprise,0.564820,0,Surprise,0.943483,0
fer0028743.png,Surprise,Surprise,0.315767,1,Neutral,0.732503,0
fer0028744.png,Neutral,Neutral,0.786975,1,Neutral,0.917311,1
fer0028745.png,Neutral,Neutral,0.514587,1,Neutral,0.979373,1
fer0028746.png,Surprise,Neutral,0.471999,0,Neutral,0.634629,0
fer0028747.png,Happiness,Happiness,0.767443,1,Happiness,0.967641,1
fer0028748.png,Happiness,Happiness,0.978114,1,Happiness,0.981408,1
fer0028749.png,Anger,Anger,0.666763,1,Anger,0.832669,1
fer0028750.png,Surprise,Neutral,0.388716,0,Anger,0.439078,0
fer0028751.png,Sadness,Neutral,0.420723,0,Neutral,0.517584,0
fer0028752.png,Happiness,Happiness,0.919320,1,Happiness,0.988832,1
fer0028753.png,Sadness,Sadness,0.879631,1,Sadness,0.978796,1
fer0028754.png,Happiness,Happiness,0.802851,1,Happiness,0.989878,1
fer0028755.png,Neutral,Neutral,0.783214,1,Neutral,0.979470,1
fer0028756.png,Fear,Fear,0.784927,1,Fear,0.966967,1
fer0028757.png,Neutral,Neutral,0.694686,1,Neutral,0.894750,1
fer0028758.png,Surprise,Surprise,0.909889,1,Surprise,0.886946,1
fer0028759.png,Happiness,Happiness,0.429295,1,Happiness,0.445533,1
fer0028760.png,Anger,Anger,0.690616,1,Anger,0.573634,1
fer0028761.png,Sadness,Fear,0.709860,0,Fear,0.806170,0
fer0028762.png,Sadness,Sadness,0.602855,1,Sadness,0.887589,1
fer0028763.png,Neutral,Happiness,0.624006,0,Neutral,0.543652,1
fer0028764.png,Happiness,Happiness,0.808289,1,Happiness,0.795212,1
fer0028765.png,Neutral,Neutral,0.481530,1,Neutral,0.656321,1
fer0028766.png,Happiness,Surprise,0.406453,0,Surprise,0.930038,0
fer0028767.png,Surprise,Surprise,0.872198,1,Surprise,0.868424,1
fer0028768.png,Neutral,Neutral,0.399279,1,Neutral,0.554754,1
fer0028769.png,Neutral,Neutral,0.702463,1,Neutral,0.992790,1
fer0028770.png,Sadness,Sadness,0.566626,1,Sadness,0.693042,1
fer0028771.png,Neutral,Neutral,0.933367,1,Neutral,0.949502,1
fer0028772.png,Surprise,Sadness,0.365901,0,Surprise,0.717420,1
fer0028773.png,Surprise,Surprise,0.708251,1,Surprise,0.987021,1
fer0028774.png,Surprise,Surprise,0.747839,1,Surprise,0.807231,1
fer0028775.png,Happiness,Happiness,0.849483,1,Happiness,0.860571,1
fer0028776.png,Neutral,Neutral,0.826578,1,Neutral,0.990377,1
fer0028777.png,Neutral,Neutral,0.814469,1,Neutral,0.974680,1
fer0028778.png,Neutral,Neutral,0.790366,1,Neutral,0.875226,1
fer0028779.png,Happiness,Happiness,0.776155,1,Happiness,0.834602,1
fer0028780.png,Anger,Anger,0.344758,1,Anger,0.932005,1
fer0028781.png,Neutral,Happiness,0.416081,0,Neutral,0.676547,1
fer0028782.png,Sadness,Neutral,0.526698,0,Sadness,0.517449,1
fer0028783.png,Neutral,Neutral,0.839596,1,Neutral,0.991349,1
fer0028784.png,Happiness,Happiness,0.980882,1,Happiness,0.998871,1
fer0028785.png,Happiness,Happiness,0.480796,1,Sadness,0.766200,0
fer0028786.png,Happiness,Happiness,0.677015,1,Happiness,0.936700,1
fer0028787.png,Neutral,Neutral,0.359218,1,Neutral,0.573648,1
fer0028788.png,Neutral,Neutral,0.451863,1,Neutral,0.860761,1
fer0028789.png,Anger,Anger,0.463782,1,Anger,0.988446,1
fer0028790.png,Surprise,Surprise,0.787643,1,Surprise,0.976819,1
fer0028791.png,Happiness,Happiness,0.988999,1,Happiness,0.994818,1
fer0028792.png,Surprise,Surprise,0.542656,1,Surprise,0.899022,1
fer0028793.png,Surprise,Surprise,0.828306,1,Surprise,0.939362,1
fer0028794.png,Sadness,Sadness,0.962643,1,Sadness,0.996223,1
fer0028795.png,Surprise,Surprise,0.775623,1,Surprise,0.975198,1
fer0028796.png,Anger,Happiness,0.318072,0,Happiness,0.550134,0
fer0028797.png,Happiness,Happiness,0.990089,1,Happiness,0.999526,1
fer0028798.png,Contempt,Neutral,0.580835,0,Neutral,0.942583,0
fer0028799.png,Happiness,Happiness,0.975756,1,Happiness,0.962461,1
fer0028800.png,Happiness,Happiness,0.975338,1,Happiness,0.977234,1
fer0028801.png,Sadness,Happiness,0.717859,0,Happiness,0.534710,0
fer0028802.png,Neutral,Neutral,0.619077,1,Neutral,0.738314,1
fer0028803.png,Neutral,Neutral,0.676893,1,Neutral,0.880089,1
fer0028804.png,Neutral,Neutral,0.920614,1,Neutral,0.927964,1
fer0028805.png,Sadness,Neutral,0.614366,0,Neutral,0.974302,0
fer0028806.png,Surprise,Surprise,0.825476,1,Surprise,0.962302,1
fer0028807.png,Neutral,Neutral,0.893443,1,Neutral,0.910486,1
fer0028808.png,Neutral,Neutral,0.523633,1,Neutral,0.826374,1
fer0028809.png,Sadness,Sadness,0.972308,1,Sadness,0.995541,1
fer0028810.png,Surprise,Surprise,0.619409,1,Surprise,0.904833,1
fer0028811.png,Neutral,Neutral,0.654696,1,Neutral,0.979615,1
fer0028812.png,Contempt,Neutral,0.455381,0,Neutral,0.757050,0
fer0028813.png,Neutral,Neutral,0.907217,1,Neutral,0.975975,1
fer0028814.png,Anger,Anger,0.724519,1,Anger,0.876970,1
fer0028815.png,Neutral,Neutral,0.622663,1,Neutral,0.961525,1
fer0028816.png,Neutral,Neutral,0.643388,1,Neutral,0.862505,1
fer0028817.png,Surprise,Surprise,0.710644,1,Surprise,0.897242,1
fer0028818.png,Neutral,Neutral,0.812150,1,Neutral,0.976459,1
fer0028819.png,Happiness,Happiness,0.910727,1,Happiness,0.974651,1
fer0028820.png,Fear,Surprise,0.475019,0,Fear,0.825360,1
fer0028821.png,Happiness,Happiness,0.977541,1,Happiness,0.986452,1
fer0028822.png,Happiness,Happiness,0.801197,1,Happiness,0.801845,1
fer0028823.png,Neutral,Anger,0.360874,0,Neutral,0.529113,1
fer0028824.png,Neutral,Neutral,0.494372,1,Neutral,0.616590,1
fer0028825.png,Happiness,Happiness,0.858096,1,Happiness,0.985152,1
fer0028826.png,Happiness,Happiness,0.876812,1,Happiness,0.684904,1
fer0028827.png,Happiness,Happiness,0.939962,1,Happiness,0.995156,1
fer0028828.png,Sadness,Sadness,0.706188,1,Sadness,0.995470,1
fer0028829.png,Neutral,Happiness,0.524870,0,Neutral,0.700006,1
fer0028830.png,Neutral,Fear,0.374637,0,Neutral,0.800980,1
fer0028831.png,Surprise,Surprise,0.784145,1,Surprise,0.928851,1
fer0028832.png,Happiness,Happiness,0.912173,1,Happiness,0.970280,1
fer0028833.png,Neutral,Neutral,0.702732,1,Neutral,0.564437,1
fer0028834.png,Surprise,Surprise,0.864403,1,Surprise,0.950142,1
fer0028835.png,Neutral,Neutral,0.825000,1,Neutral,0.909483,1
fer0028836.png,Anger,Anger,0.352274,1,Anger,0.975563,1
fer0028837.png,Sadness,Neutral,0.376893,0,Neutral,0.901909,0
fer0028838.png,Happiness,Happiness,0.671735,1,Happiness,0.742837,1
fer0028839.png,Happiness,Neutral,0.499923,0,Happiness,0.622157,1
fer0028840.png,Surprise,Surprise,0.504474,1,Surprise,0.694293,1
fer0028841.png,Happiness,Happiness,0.918762,1,Happiness,0.863384,1
fer0028842.png,Neutral,Happiness,0.506318,0,Happiness,0.806134,0
fer0028843.png,Surprise,Fear,0.693160,0,Surprise,0.961862,1
fer0028844.png,Neutral,Neutral,0.776127,1,Neutral,0.581746,1
fer0028845.png,Sadness,Sadness,0.725222,1,Sadness,0.887175,1
fer0028846.png,Neutral,Neutral,0.400468,1,Neutral,0.748237,1
fer0028847.png,Surprise,Surprise,0.672744,1,Surprise,0.545311,1
fer0028848.png,Neutral,Neutral,0.806552,1,Neutral,0.986515,1
fer0028849.png,Anger,Neutral,0.539208,0,Anger,0.515076,1
fer0028850.png,Anger,Surprise,0.437911,0,Anger,0.881428,1
fer0028851.png,Neutral,Neutral,0.740974,1,Neutral,0.753979,1
fer0028852.png,Neutral,Neutral,0.611839,1,Neutral,0.589124,1
fer0028853.png,Surprise,Surprise,0.826062,1,Surprise,0.973372,1
fer0028854.png,Surprise,Surprise,0.668513,1,Surprise,0.878462,1
fer0028855.png,Neutral,Sadness,0.713704,0,Sadness,0.648493,0
fer0028856.png,Neutral,Neutral,0.427578,1,Neutral,0.927558,1
fer0028857.png,Happiness,Happiness,0.886817,1,Happiness,0.999559,1
fer0028858.png,Happiness,Happiness,0.662826,1,Happiness,0.552366,1
fer0028859.png,Neutral,Neutral,0.527395,1,Neutral,0.766813,1
fer0028860.png,Surprise,Surprise,0.722502,1,Surprise,0.938356,1
fer0028861.png,Neutral,Neutral,0.688060,1,Neutral,0.503379,1
fer0028862.png,Anger,Anger,0.542268,1,Anger,0.973368,1
fer0028863.png,Happiness,Happiness,0.908698,1,Happiness,0.985345,1
fer0028864.png,Surprise,Surprise,0.868434,1,Surprise,0.792908,1
fer0028865.png,Neutral,Neutral,0.538631,1,Neutral,0.969828,1
fer0028866.png,Anger,Anger,0.798522,1,Anger,0.984622,1
fer0028867.png,Happiness,Happiness,0.624041,1,Happiness,0.967951,1
fer0028868.png,Disgust,Sadness,0.384038,0,Sadness,0.444270,0
fer0028869.png,Neutral,Neutral,0.879467,1,Neutral,0.781495,1
fer0028870.png,Surprise,Surprise,0.850833,1,Surprise,0.957757,1
fer0028871.png,Anger,Anger,0.747229,1,Sadness,0.745506,0
fer0028872.png,Sadness,Sadness,0.569024,1,Sadness,0.529527,1
fer0028873.png,Sadness,Happiness,0.394526,0,Happiness,0.947756,0
fer0028874.png,Happiness,Happiness,0.485251,1,Happiness,0.825928,1
fer0028875.png,Neutral,Neutral,0.724606,1,Neutral,0.906219,1
fer0028876.png,Anger,Anger,0.753089,1,Anger,0.990380,1
fer0028877.png,Neutral,Neutral,0.875589,1,Neutral,0.775739,1
fer0028878.png,Happiness,Happiness,0.914624,1,Happiness,0.991936,1
fer0028879.png,Neutral,Neutral,0.530643,1,Happiness,0.770751,0
fer0028880.png,Neutral,Neutral,0.666938,1,Neutral,0.980148,1
fer0028881.png,Anger,Anger,0.619298,1,Anger,0.885138,1
fer0028882.png,Contempt,Neutral,0.468880,0,Contempt,0.939822,1
fer0028883.png,Happiness,Happiness,0.636187,1,Happiness,0.970343,1
fer0028884.png,Happiness,Happiness,0.840573,1,Happiness,0.945510,1
fer0028885.png,Happiness,Happiness,0.722055,1,Happiness,0.770968,1
fer0028886.png,Anger,Anger,0.736597,1,Anger,0.882951,1
fer0028887.png,Neutral,Neutral,0.869458,1,Neutral,0.958470,1
fer0028888.png,Neutral,Neutral,0.351974,1,Neutral,0.727504,1
fer0028889.png,Fear,Neutral,0.477894,0,Neutral,0.687236,0
fer0028890.png,Neutral,Neutral,0.409570,1,Neutral,0.618727,1
fer0028891.png,Happiness,Happiness,0.783125,1,Happiness,0.939348,1
fer0028892.png,Happiness,Happiness,0.862800,1,Happiness,0.973291,1
fer0028893.png,Neutral,Neutral,0.879997,1,Neutral,0.888413,1
fer0028894.png,Contempt,Neutral,0.563348,0,Neutral,0.532885,0
fer0028895.png,Sadness,Neutral,0.606232,0,Neutral,0.491912,0
fer0028896.png,Sadness,Neutral,0.454346,0,Sadness,0.757958,1
fer0028897.png,Neutral,Neutral,0.745786,1,Neutral,0.915169,1
fer0028898.png,Anger,Sadness,0.767050,0,Sadness,0.776111,0
fer0028899.png,Disgust,Neutral,0.378435,0,Sadness,0.652479,0
fer0028900.png,Anger,Anger,0.774268,1,Anger,0.997456,1
fer0028901.png,Neutral,Neutral,0.427999,1,Neutral,0.600854,1
fer0028902.png,Neutral,Neutral,0.534153,1,Neutral,0.863993,1
fer0028903.png,Anger,Anger,0.700990,1,Anger,0.966358,1
fer0028904.png,Anger,Surprise,0.387320,0,Surprise,0.585716,0
fer0028905.png,Happiness,Happiness,0.936348,1,Happiness,0.956266,1
fer0028906.png,Happiness,Happiness,0.971774,1,Happiness,0.953911,1
fer0028907.png,Sadness,Neutral,0.564646,0,Sadness,0.674748,1
fer0028908.png,Neutral,Anger,0.548140,0,Neutral,0.554133,1
fer0028909.png,Neutral,Neutral,0.641861,1,Neutral,0.947480,1
fer0028910.png,Neutral,Neutral,0.618891,1,Neutral,0.824957,1
fer0028911.png,Happiness,Happiness,0.478171,1,Neutral,0.634174,0
fer0028912.png,Surprise,Surprise,0.724958,1,Surprise,0.910759,1
fer0028913.png,Happiness,Happiness,0.768790,1,Happiness,0.887287,1
fer0028914.png,Neutral,Sadness,0.715092,0,Sadness,0.881859,0
fer0028915.png,Surprise,Surprise,0.657020,1,Surprise,0.833676,1
fer0028916.png,Sadness,Anger,0.393129,0,Sadness,0.674629,1
fer0028917.png,Neutral,Neutral,0.738517,1,Neutral,0.981446,1
fer0028918.png,Happiness,Happiness,0.713901,1,Happiness,0.479451,1
fer0028919.png,Surprise,Surprise,0.668317,1,Surprise,0.451289,1
fer0028920.png,Neutral,Neutral,0.469943,1,Neutral,0.786061,1
fer0028921.png,Sadness,Fear,0.432757,0,Neutral,0.859252,0
fer0028922.png,Neutral,Neutral,0.593079,1,Neutral,0.474310,1
fer0028923.png,Neutral,Neutral,0.951706,1,Neutral,0.996913,1
fer0028924.png,Anger,Neutral,0.429677,0,Sadness,0.718755,0
fer0028925.png,Neutral,Neutral,0.496408,1,Neutral,0.796859,1
fer0028926.png,Neutral,Neutral,0.615978,1,Neutral,0.636189,1
fer0028927.png,Neutral,Neutral,0.803872,1,Neutral,0.988228,1
fer0028928.png,Surprise,Surprise,0.561718,1,Surprise,0.879445,1
fer0028929.png,Happiness,Happiness,0.521106,1,Happiness,0.621148,1
fer0028930.png,Neutral,Neutral,0.844188,1,Neutral,0.859734,1
fer0028931.png,Sadness,Sadness,0.581937,1,Sadness,0.862464,1
fer0028932.png,Happiness,Happiness,0.716571,1,Happiness,0.987539,1
fer0028933.png,Neutral,Neutral,0.919650,1,Neutral,0.786156,1
fer0028934.png,Neutral,Neutral,0.511272,1,Neutral,0.769404,1
fer0028935.png,Neutral,Neutral,0.735739,1,Neutral,0.830416,1
fer0028936.png,Neutral,Neutral,0.849054,1,Neutral,0.895493,1
fer0028937.png,Happiness,Happiness,0.577292,1,Happiness,0.921911,1
fer0028938.png,Neutral,Sadness,0.559834,0,Happiness,0.653514,0
fer0028939.png,Sadness,Neutral,0.357040,0,Sadness,0.830005,1
fer0028940.png,Happiness,Happiness,0.359280,1,Happiness,0.765703,1
fer0028941.png,Happiness,Happiness,0.927119,1,Happiness,0.994381,1
fer0028942.png,Anger,Happiness,0.415940,0,Anger,0.912019,1
fer0028943.png,Happiness,Happiness,0.545172,1,Happiness,0.651221,1
fer0028944.png,Surprise,Surprise,0.545340,1,Surprise,0.914912,1
fer0028945.png,Happiness,Happiness,0.918043,1,Happiness,0.992956,1
fer0028946.png,Happiness,Happiness,0.869127,1,Happiness,0.961384,1
fer0028947.png,Happiness,Happiness,0.943568,1,Happiness,0.997549,1
fer0028948.png,Happiness,Happiness,0.854730,1,Happiness,0.935428,1
fer0028949.png,Neutral,Neutral,0.526029,1,Neutral,0.879159,1
fer0028950.png,Neutral,Neutral,0.742344,1,Neutral,0.865622,1
fer0028951.png,Neutral,Happiness,0.601155,0,Happiness,0.802167,0
fer0028952.png,Sadness,Sadness,0.458856,1,Sadness,0.767134,1
fer0028953.png,Surprise,Sadness,0.311425,0,Surprise,0.374514,1
fer0028954.png,Sadness,Sadness,0.650521,1,Sadness,0.580250,1
fer0028955.png,Fear,Fear,0.724572,1,Fear,0.979934,1
fer0028956.png,Neutral,Neutral,0.325116,1,Neutral,0.524297,1
fer0028957.png,Happiness,Happiness,0.739937,1,Happiness,0.923330,1
fer0028958.png,Sadness,Sadness,0.848971,1,Sadness,0.999484,1
fer0028959.png,Surprise,Sadness,0.322817,0,Surprise,0.414974,1
fer0028960.png,Neutral,Happiness,0.676064,0,Happiness,0.946028,0
fer0028961.png,Neutral,Neutral,0.521666,1,Neutral,0.989215,1
fer0028962.png,Anger,Neutral,0.693610,0,Neutral,0.757237,0
fer0028963.png,Disgust,Neutral,0.627947,0,Neutral,0.511138,0
fer0028964.png,Neutral,Neutral,0.423248,1,Sadness,0.704769,0
fer0028965.png,Happiness,Happiness,0.783405,1,Happiness,0.982615,1
fer0028966.png,Happiness,Happiness,0.903933,1,Happiness,0.971294,1
fer0028967.png,Surprise,Neutral,0.499441,0,Surprise,0.854058,1
fer0028968.png,Happiness,Happiness,0.762651,1,Happiness,0.966333,1
fer0028969.png,Happiness,Happiness,0.510155,1,Neutral,0.569357,0
fer0028970.png,Anger,Anger,0.672950,1,Anger,0.991898,1
fer0028971.png,Happiness,Happiness,0.900427,1,Happiness,0.981918,1
fer0028972.png,Anger,Surprise,0.445198,0,Anger,0.849124,1
fer0028973.png,Happiness,Happiness,0.965009,1,Happiness,0.994370,1
fer0028974.png,Happiness,Happiness,0.635394,1,Happiness,0.423660,1
fer0028975.png,Neutral,Neutral,0.814404,1,Neutral,0.873315,1
fer0028976.png,Fear,Surprise,0.389103,0,Anger,0.369447,0
fer0028977.png,Neutral,Sadness,0.345986,0,Happiness,0.948229,0
fer0028978.png,Neutral,Neutral,0.823374,1,Neutral,0.933770,1
fer0028979.png,Surprise,Surprise,0.617323,1,Surprise,0.892224,1
fer0028980.png,Neutral,Neutral,0.537342,1,Neutral,0.960700,1
fer0028981.png,Neutral,Neutral,0.633251,1,Neutral,0.939266,1
fer0028982.png,Neutral,Anger,0.447254,0,Neutral,0.478839,1
fer0028983.png,Neutral,Neutral,0.731797,1,Neutral,0.975458,1
fer0028984.png,Happiness,Happiness,0.571320,1,Happiness,0.447045,1
fer0028985.png,Happiness,Happiness,0.919313,1,Happiness,0.997263,1
fer0028986.png,Sadness,Sadness,0.538176,1,Sadness,0.652928,1
fer0028987.png,Sadness,Neutral,0.574249,0,Neutral,0.993345,0
fer0028988.png,Neutral,Neutral,0.481348,1,Neutral,0.593306,1
fer0028989.png,Neutral,Neutral,0.660464,1,Anger,0.404643,0
fer0028990.png,Neutral,Neutral,0.931300,1,Neutral,0.953268,1
fer0028991.png,Happiness,Happiness,0.950827,1,Happiness,0.942999,1
fer0028992.png,Neutral,Neutral,0.376249,1,Neutral,0.874527,1
fer0028993.png,Sadness,Sadness,0.494354,1,Sadness,0.747111,1
fer0028994.png,Happiness,Happiness,0.988598,1,Happiness,0.999184,1
fer0028995.png,Contempt,Anger,0.445067,0,Anger,0.894302,0
fer0028996.png,Happiness,Happiness,0.887766,1,Happiness,0.976327,1
fer0028997.png,Neutral,Fear,0.882742,0,Happiness,0.218614,0
fer0028998.png,Sadness,Sadness,0.577744,1,Sadness,0.654754,1
fer0028999.png,Neutral,Neutral,0.636988,1,Neutral,0.900012,1
fer0029000.png,Happiness,Happiness,0.696967,1,Happiness,0.986373,1
fer0029001.png,Neutral,Neutral,0.673916,1,Neutral,0.943975,1
fer0029002.png,Surprise,Surprise,0.896394,1,Surprise,0.995290,1
fer0029003.png,Happiness,Happiness,0.917700,1,Happiness,0.997655,1
fer0029004.png,Happiness,Happiness,0.792409,1,Happiness,0.998897,1
fer0029005.png,Happiness,Happiness,0.863285,1,Happiness,0.962376,1
fer0029006.png,Sadness,Sadness,0.604631,1,Sadness,0.700057,1
fer0029007.png,Neutral,Neutral,0.312102,1,Sadness,0.623705,0
fer0029008.png,Happiness,Neutral,0.393870,0,Neutral,0.674007,0
fer0029009.png,Neutral,Neutral,0.894515,1,Neutral,0.971008,1
fer0029010.png,Sadness,Neutral,0.457022,0,Neutral,0.864306,0
fer0029011.png,Neutral,Sadness,0.425076,0,Sadness,0.741461,0
fer0029012.png,Neutral,Neutral,0.572063,1,Neutral,0.931670,1
fer0029013.png,Sadness,Sadness,0.823565,1,Sadness,0.945856,1
fer0029014.png,Neutral,Neutral,0.428203,1,Neutral,0.850039,1
fer0029015.png,Surprise,Happiness,0.382719,0,Surprise,0.938627,1
